accession,name,site_start,site_end,gap_bp,left_gene,left_category,left_phrog_category,right_gene,right_category,right_phrog_category,dist_to_lysis_bp,insertion_score,rationale
JX126919.1,"Listeria phage LP-110, complete genome",6929,7037,108,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,20221,50.0,minimal gap (108 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",8115,8187,72,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,19053,50.0,minimal gap (72 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",8931,8992,61,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,18243,50.0,minimal gap (61 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",9816,9949,133,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,17322,50.0,minimal gap (133 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",10248,10553,305,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,16804,50.0,minimal gap (305 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",11427,11781,354,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,15600,50.0,minimal gap (354 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",11638,12008,370,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,15381,50.0,minimal gap (370 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",13812,14142,330,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,13227,50.0,minimal gap (330 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",13987,14396,409,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,13013,50.0,minimal gap (409 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",16992,17392,400,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,10012,50.0,minimal gap (400 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",18825,19277,452,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,8153,50.0,minimal gap (452 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",19035,19499,464,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,7937,50.0,minimal gap (464 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",19290,19713,423,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,7703,50.0,minimal gap (423 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",19765,20254,489,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,7195,50.0,minimal gap (489 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",20009,20492,483,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,6954,50.0,minimal gap (483 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",20247,20713,466,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,6724,50.0,minimal gap (466 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",20489,20958,469,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,6481,50.0,minimal gap (469 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",20725,21206,481,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,6239,50.0,minimal gap (481 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",20955,21451,496,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,6001,50.0,minimal gap (496 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",21218,21700,482,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,5745,50.0,minimal gap (482 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",37735,37798,63,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,10562,50.0,minimal gap (63 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",49175,49560,385,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,22163,50.0,minimal gap (385 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",60115,60208,93,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,32957,50.0,minimal gap (93 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",61369,61444,75,hypothetical protein,permissive,unknown function,hypothetical protein,permissive,unknown function,34202,50.0,minimal gap (75 bp) · neither flank essential · far from lysis cluster · both flanks permissive
JX126919.1,"Listeria phage LP-110, complete genome",22142,22850,708,hypothetical protein,permissive,unknown function,terminase small subunit,essential,head and packaging,4708,48.0,tight gap (708 bp) · one flank essential (acceptable) · within 5 kb of lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",22732,23353,621,hypothetical protein,permissive,unknown function,minor tail protein,essential,tail,4162,48.0,tight gap (621 bp) · one flank essential (acceptable) · within 5 kb of lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",28293,28362,69,ferredoxin,permissive,"moron, auxiliary metabolic gene and host takeover",terminase large subunit,essential,head and packaging,1123,48.0,minimal gap (69 bp) · one flank essential (acceptable) · near lysis cluster (1123 bp) · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",4927,5442,515,hypothetical protein,permissive,unknown function,HNH endonuclease,essential,"DNA, RNA and nucleotide metabolism",22020,38.0,tight gap (515 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",4924,5490,566,HNH endonuclease,essential,"DNA, RNA and nucleotide metabolism",hypothetical protein,permissive,unknown function,21997,38.0,tight gap (566 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",15214,15769,555,hypothetical protein,permissive,unknown function,HNH endonuclease,essential,"DNA, RNA and nucleotide metabolism",11713,38.0,tight gap (555 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",15458,16129,671,HNH endonuclease,essential,"DNA, RNA and nucleotide metabolism",hypothetical protein,permissive,unknown function,11411,38.0,tight gap (671 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",17195,18139,944,hypothetical protein,permissive,unknown function,HNH endonuclease,essential,"DNA, RNA and nucleotide metabolism",9537,38.0,tight gap (944 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",17435,18351,916,HNH endonuclease,essential,"DNA, RNA and nucleotide metabolism",hypothetical protein,permissive,unknown function,9311,38.0,tight gap (916 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",18187,18776,589,hypothetical protein,permissive,unknown function,HNH endonuclease,essential,"DNA, RNA and nucleotide metabolism",8723,38.0,tight gap (589 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",18381,19025,644,HNH endonuclease,essential,"DNA, RNA and nucleotide metabolism",hypothetical protein,permissive,unknown function,8501,38.0,tight gap (644 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",49333,49839,506,hypothetical protein,permissive,unknown function,HNH endonuclease,essential,"DNA, RNA and nucleotide metabolism",22382,38.0,tight gap (506 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",33825,33891,66,major head protein,essential,head and packaging,hypothetical protein,permissive,unknown function,6654,28.0,minimal gap (66 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",34980,35058,78,hypothetical protein,permissive,unknown function,head-tail adaptor,essential,connector,7815,28.0,minimal gap (78 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",37347,37448,101,major tail protein,essential,tail,hypothetical protein,permissive,unknown function,10193,28.0,minimal gap (101 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",46348,46559,211,tail protein,essential,tail,hypothetical protein,permissive,unknown function,19249,28.0,minimal gap (211 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",50781,50845,64,hypothetical protein,permissive,unknown function,DnaC-like helicase loader,essential,"DNA, RNA and nucleotide metabolism",23609,28.0,minimal gap (64 bp) · one flank essential (acceptable) · far from lysis cluster · one permissive flank
JX126919.1,"Listeria phage LP-110, complete genome",32179,32248,69,head morphogenesis,essential,head and packaging,head scaffolding protein,essential,head and packaging,5009,5.0,minimal gap (69 bp) · ⚠ both flanks essential · far from lysis cluster
JX126919.1,"Listeria phage LP-110, complete genome",52911,52988,77,DnaB-like replicative helicase,essential,"DNA, RNA and nucleotide metabolism",DNA primase,essential,"DNA, RNA and nucleotide metabolism",25745,5.0,minimal gap (77 bp) · ⚠ both flanks essential · far from lysis cluster
JX126919.1,"Listeria phage LP-110, complete genome",56650,56706,56,DNA polymerase,essential,"DNA, RNA and nucleotide metabolism",HNH endonuclease,essential,"DNA, RNA and nucleotide metabolism",29474,5.0,minimal gap (56 bp) · ⚠ both flanks essential · far from lysis cluster
